Id,year,brand,full_model_name,model_name,price,distance_travelled(kms),fuel_type,city,brand_rank,car_age
484,2019,Skoda,Skoda Octavia 2.0 TDI L&K,Octavia,1999000,51000,Diesel,Delhi,27,2
485,2015,Mercedes-Benz,Mercedes-Benz M-Class ML 350 CDI,M-Class,2900000,47000,Diesel,Delhi,2,6
486,2015,Volkswagen,Volkswagen Polo GT TSI,Polo,550000,67000,Petrol,Delhi,3,6
487,2018,Mahindra,Mahindra XUV500 W5 [2018-2020],XUV500,1075000,23000,Diesel,Delhi,24,3
488,2016,Honda,Honda Amaze 1.2 S i-VTEC Opt,Amaze,435000,52000,Petrol,Delhi,7,5
489,2012,Honda,Honda City 1.5 V MT,City,425000,80000,Petrol,Delhi,7,9
490,2010,Maruti Suzuki,Maruti Suzuki SX4 VXi,SX4,225000,72000,Petrol,Ghaziabad,32,11
491,2013,Mercedes-Benz,Mercedes-Benz GL 350 CDI,GL,2650000,68000,Diesel,Faridabad,2,8
492,2019,Mahindra,Mahindra XUV300 1.5 W8 (O) [2019-2020],XUV300,925000,25000,Diesel,Delhi,24,2
493,2015,Renault,Renault Lodgy 110 PS RXZ [2015-2016],Lodgy,650000,65349,Diesel,Bangalore,15,6
494,2018,Hyundai,Hyundai Creta SX 1.6 CRDi (O),Creta,1395000,55627,Diesel,Bangalore,14,3
495,2007,Honda,Honda City ZX VTEC,City,325000,76890,Petrol,Bangalore,7,14
496,2010,Skoda,Skoda Superb Elegance TSI AT,Superb,675000,61000,Petrol,Bangalore,27,11
497,2017,Maruti Suzuki,Maruti Suzuki Baleno Alpha 1.2,Baleno,735000,33905,Petrol,Bangalore,32,4
498,2019,BMW,BMW X5 xDrive30d xLine,X5,6600000,26000,Diesel,Bangalore,4,2
499,2014,Mahindra,Mahindra XUV500 W8 [2015-2017],XUV500,915000,52255,Diesel,Bangalore,24,7
500,2010,Hyundai,Hyundai i10 Sportz 1.2,i10,280000,72799,Petrol,Bangalore,14,11
501,2017,Hyundai,Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],Grand,585000,27805,Petrol,Bangalore,14,4
502,2017,Maruti Suzuki,Maruti Suzuki Baleno Alpha 1.2,Baleno,735000,33984,Petrol,Bangalore,32,4
503,2017,Hyundai,Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],Grand,599000,35876,Petrol,Bangalore,14,4
504,2018,Hyundai,Hyundai Creta SX 1.6 AT Petrol,Creta,1450000,26966,Petrol,Bangalore,14,3
505,2016,Maruti Suzuki,Maruti Suzuki Swift Dzire VXI AT ABS,Swift,695000,47057,Petrol,Bangalore,32,5
506,2018,Mahindra,Mahindra XUV500 W7 [2018-2020],XUV500,1425000,53636,Diesel,Bangalore,24,3
507,2013,Honda,Honda CR-V 2.4L 4WD AVN,CR-V,1399000,94055,Petrol,Bangalore,7,8
508,2019,Maruti Suzuki,Maruti Suzuki Swift VXi AMT,Swift,745000,18680,Petrol,Bangalore,32,2
509,2018,Mahindra,Mahindra XUV500 W7 [2018-2020],XUV500,1425000,53636,Diesel,Bangalore,24,3
510,2018,Maruti Suzuki,Maruti Suzuki Swift VXi AMT [2018-2019],Swift,680000,39792,Petrol,Bangalore,32,3
511,2017,Hyundai,Hyundai Creta SX Plus 1.6 Petrol,Creta,1145000,61307,Petrol,Bangalore,14,4
512,2018,Mahindra,Mahindra XUV500 W11 AT,XUV500,1795000,53769,Diesel,Bangalore,24,3
513,2016,Maruti Suzuki,Maruti Suzuki Swift VXi [2014-2017],Swift,595000,51016,Petrol,Bangalore,32,5
514,2018,Maruti Suzuki,Maruti Suzuki Vitara Brezza VDi,Vitara,935000,30356,Diesel,Bangalore,32,3
515,2015,Skoda,Skoda Rapid 1.5 TDI CR Elegance AT,Rapid,745000,60997,Diesel,Bangalore,27,6
516,2013,Honda,Honda CR-V 2.4L 4WD AVN,CR-V,1399000,94030,Petrol,Bangalore,7,8
517,2017,Hyundai,Hyundai Creta SX 1.6 CRDI (O),Creta,1299000,60559,Diesel,Bangalore,14,4
518,2017,Hyundai,Hyundai Creta SX 1.6 CRDI,Creta,1185000,68796,Diesel,Bangalore,14,4
519,2017,Volkswagen,Volkswagen Vento Highline Plus 1.5 (D) 16 Alloy,Vento,945000,42876,Diesel,Bangalore,3,4
520,2019,Mahindra,Mahindra XUV500 W11(O) [2018-2020],XUV500,1785000,28713,Diesel,Bangalore,24,2
521,2017,Hyundai,Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,Grand,599000,35855,Petrol,Bangalore,14,4
522,2018,Hyundai,Hyundai Creta SX 1.6 (O) Petrol,Creta,1345000,36986,Petrol,Bangalore,14,3
523,2018,Hyundai,Hyundai Creta SX Plus 1.6 Petrol,Creta,1295000,26605,Petrol,Bangalore,14,3
524,2018,Hyundai,Hyundai Creta 1.6 SX Plus AT Petrol,Creta,1345000,50192,Petrol,Bangalore,14,3
525,2013,Toyota,Toyota Corolla Altis JS Petrol,Corolla,725000,44862,Petrol,Bangalore,1,8
526,2017,Hyundai,Hyundai Creta 1.6 SX Plus AT Petrol,Creta,1165000,74848,Petrol,Bangalore,14,4
527,2018,Maruti Suzuki,Maruti Suzuki Ciaz Alpha 1.4 MT,Ciaz,949000,15133,Petrol,Bangalore,32,3
528,2018,Honda,Honda City V,City,925000,40542,Petrol,Bangalore,7,3
529,2017,Maruti Suzuki,Maruti Suzuki Baleno Alpha 1.2,Baleno,735000,33905,Petrol,Bangalore,32,4
530,2018,Hyundai,Hyundai Creta SX 1.6 CRDi (O),Creta,1395000,55627,Diesel,Bangalore,14,3
531,2021,MG,MG Hector Sharp 2.0 Diesel [2019-2020],Hector,2150000,10860,Diesel,Bangalore,81,0
532,2017,Hyundai,Hyundai Creta 1.6 S Plus AT,Creta,1345000,52165,Diesel,Bangalore,14,4
533,2018,Hyundai,Hyundai Creta 1.6 SX Plus AT Petrol,Creta,1395000,36412,Petrol,Bangalore,14,3
534,2018,Hyundai,Hyundai Creta SX 1.6 CRDi (O),Creta,1395000,55692,Diesel,Bangalore,14,3
535,2017,Hyundai,Hyundai Creta 1.6 SX Plus Petrol,Creta,1145000,61252,Petrol,Bangalore,14,4
536,2017,Hyundai,Hyundai Creta SX Plus 1.6 Petrol,Creta,1175000,31663,Petrol,Bangalore,14,4
537,2017,Fiat,Fiat Avventura Emotion Multijet 1.3,Avventura,740000,15440,Diesel,Bangalore,43,4
538,2020,Mahindra,Mahindra Thar LX 4-STR Hard Top Diesel MT,Thar,1685000,10035,Diesel,Bangalore,24,1
539,2013,Hyundai,Hyundai i10 Era 1.1 iRDE2 [2010-2017],i10,335000,45654,Petrol,Bangalore,14,8
540,2017,Renault,Renault Kwid 1.0 RXT AMT Opt [2016-2019],Kwid,410000,13839,Petrol,Bangalore,15,4
541,2015,Nissan,Nissan Micra Active XL,Micra,465000,13123,Petrol,Bangalore,11,6
542,2018,Maruti Suzuki,Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Eeco,435000,41581,Petrol,Bangalore,32,3
543,2013,Hyundai,Hyundai Eon D-Lite,Eon,290000,35421,Petrol,Bangalore,14,8
544,2016,Honda,Honda Jazz S MT [2015-2016],Jazz,580000,44814,Petrol,Bangalore,7,5
545,2016,Hyundai,Hyundai Fluidic Verna 4S 1.6 VTVT S,Fluidic,699000,42811,Petrol,Bangalore,14,5
546,2016,Maruti Suzuki,Maruti Suzuki Ciaz ZXi AT,Ciaz,750000,45949,Petrol,Bangalore,32,5
547,2015,Maruti Suzuki,Maruti Suzuki Alto 800 Lxi,Alto,375000,18760,Petrol,Bangalore,32,6
548,2015,Maruti Suzuki,Maruti Suzuki Ciaz ZXI+,Ciaz,699000,74541,Petrol,Bangalore,32,6
549,2016,Hyundai,Hyundai Fluidic Verna 4S 1.6 VTVT S,Fluidic,699000,42811,Petrol,Bangalore,14,5
550,2016,Maruti Suzuki,Maruti Suzuki Ciaz ZXi AT,Ciaz,750000,45949,Petrol,Bangalore,32,5
551,2015,Maruti Suzuki,Maruti Suzuki Alto 800 Lxi,Alto,375000,18760,Petrol,Bangalore,32,6
552,2013,Hyundai,Hyundai i10 Era 1.1 iRDE2 [2010-2017],i10,335000,45654,Petrol,Bangalore,14,8
553,2017,Renault,Renault Kwid 1.0 RXT AMT Opt [2016-2019],Kwid,410000,13839,Petrol,Bangalore,15,4
554,2014,Renault,Renault Pulse RxZ Airbags,Pulse,435000,63756,Diesel,Bangalore,15,7
555,2016,Volkswagen,Volkswagen Cross Polo 1.5 TDI,Cross,685000,36321,Diesel,Bangalore,3,5
556,2018,Maruti Suzuki,Maruti Suzuki Baleno Zeta,Baleno,690000,70256,Petrol,Bangalore,32,3
557,2015,Maruti Suzuki,Maruti Suzuki Celerio ZXi AMT [2019-2020],Celerio,470000,35153,Petrol,Bangalore,32,6
558,2017,Tata,Tata Tiago Revotron XZ,Tiago,590000,8081,Petrol,Bangalore,40,4
559,2015,Maruti Suzuki,Maruti Suzuki Ciaz ZXI+,Ciaz,699000,74541,Petrol,Bangalore,32,6
560,2018,Maruti Suzuki,Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Eeco,435000,41581,Petrol,Bangalore,32,3
561,2014,Maruti Suzuki,Maruti Suzuki Celerio VXi AMT,Celerio,400000,46160,Petrol,Bangalore,32,7
562,2018,Renault,Renault Kwid 1.0 RXT AMT Opt [2016-2019],Kwid,445000,22795,Petrol,Bangalore,15,3
563,2017,Maruti Suzuki,Maruti Suzuki Celerio VXi [2017-2019],Celerio,485000,20894,Petrol,Bangalore,32,4
564,2014,Hyundai,Hyundai Elite i20 Sportz 1.2 (O),Elite,599000,75447,Petrol,Bangalore,14,7
565,2019,Maruti Suzuki,Maruti Suzuki Alto K10 VXi,Alto,440000,16067,Petrol,Bangalore,32,2
566,2016,Maruti Suzuki,Maruti Suzuki Swift VXi [2014-2017],Swift,560000,59117,Petrol,Bangalore,32,5
567,2015,Nissan,Nissan Micra Active XL,Micra,465000,13123,Petrol,Bangalore,11,6
568,2018,Hyundai,Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],Grand,585000,68838,Petrol,Bangalore,14,3
569,2016,Mahindra,Mahindra KUV100 K6 D 5 STR [2016-2017],KUV100,485000,62006,Diesel,Bangalore,24,5
570,2018,Maruti Suzuki,Maruti Suzuki Baleno Zeta,Baleno,690000,70256,Petrol,Bangalore,32,3
571,2016,Hyundai,Hyundai i20 Active 1.2 SX,i20,745000,24301,Petrol,Bangalore,14,5
572,2017,Volkswagen,Volkswagen Polo Comfortline 1.2L (P),Polo,610000,44482,Petrol,Bangalore,3,4
573,2017,Volkswagen,Volkswagen Polo Comfortline 1.2L (P),Polo,610000,44482,Petrol,Bangalore,3,4
574,2018,Toyota,Toyota Yaris J CVT [2018-2020],Yaris,870000,14122,Petrol,Bangalore,1,3
575,2015,Hyundai,Hyundai Elite i20 Magna 1.2,Elite,569000,13065,Petrol,Bangalore,14,6
576,2018,Renault,Renault Duster RXS CVT,Duster,950000,22581,Petrol,Bangalore,15,3
577,2015,Renault,Renault Kwid RXT [2015-2019],Kwid,340000,54806,Petrol,Bangalore,15,6
578,2019,Mahindra,Mahindra XUV300 1.5 W8 (O) AMT [2019-2020],XUV300,1290000,149313,Diesel,Bangalore,24,2
579,2018,Renault,Renault Duster RXS CVT,Duster,950000,22586,Petrol,Bangalore,15,3
580,2020,Renault,Renault Triber RXZ [2019-2020],Triber,745000,5681,Petrol,Bangalore,15,1
581,2017,Renault,Renault Duster 110 PS RxZ AWD,Duster,999000,57800,Diesel,Bangalore,15,4
582,2017,Renault,Renault Duster 110 PS RXZ 4X2 MT Diesel,Duster,999000,57800,Diesel,Bangalore,15,4
583,2014,Honda,Honda City SV,City,625000,55000,Petrol,Bangalore,7,7
584,2014,Honda,Honda City SV,City,625000,55000,Petrol,Bangalore,7,7
585,2020,MG,MG Hector Sharp 1.5 DCT Petrol [2019-2020],Hector,1890000,5697,Petrol,Bangalore,81,1
586,2015,Hyundai,Hyundai Elite i20 Magna 1.2,Elite,569000,13065,Petrol,Bangalore,14,6
587,2014,Honda,Honda City SV,City,625000,55000,Petrol,Bangalore,7,7
588,2018,Renault,Renault Duster RXS CVT,Duster,950000,22586,Petrol,Bangalore,15,3
589,2014,Toyota,Toyota Corolla Altis 1.8 VL AT,Corolla,1195000,37411,Petrol,Bangalore,1,7
590,2016,Hyundai,Hyundai i10 Sportz 1.1 iRDE2 [2010--2017],i10,425000,35406,Petrol,Bangalore,14,5
591,2017,Tata,Tata Nexon XZ Plus Diesel,Nexon,915000,66078,Diesel,Bangalore,40,4
592,2017,Tata,Tata Tigor Revotron XZA,Tigor,545000,47265,Petrol,Bangalore,40,4
593,2015,Hyundai,Hyundai Grand i10 Asta 1.2 Kappa VTVT [2013-2016],Grand,535000,58671,Petrol,Bangalore,14,6
594,2017,Tata,Tata Nexon XZ Plus Diesel,Nexon,915000,66078,Diesel,Bangalore,40,4
595,2013,Hyundai,Hyundai i20 Sportz 1.2 BS-IV,i20,460000,39780,Petrol,Bangalore,14,8
596,2016,Hyundai,Hyundai Elite i20 Sportz 1.2 [2016-2017],Elite,550000,85871,Petrol,Bangalore,14,5
597,2016,Hyundai,Hyundai Elite i20 Sportz 1.2 [2016-2017],Elite,550000,85871,Petrol,Bangalore,14,5
598,2014,Toyota,Toyota Corolla Altis 1.8 VL AT,Corolla,1195000,37411,Petrol,Bangalore,1,7
599,2016,Hyundai,Hyundai i10 Sportz 1.1 iRDE2 [2010--2017],i10,425000,35406,Petrol,Bangalore,14,5
600,2017,Tata,Tata Nexon XZ Plus Diesel,Nexon,915000,66078,Diesel,Bangalore,40,4
601,2016,Mahindra,Mahindra TUV300 T8,TUV300,745000,55946,Diesel,Bangalore,24,5
602,2016,Mahindra,Mahindra TUV300 T8,TUV300,745000,55946,Diesel,Bangalore,24,5
603,2015,Volkswagen,Volkswagen Vento TSI,Vento,725000,48987,Petrol,Bangalore,3,6
604,2016,Audi,Audi Q3 35 TDI Premium + Sunroof,Q3,2575000,40786,Diesel,Bangalore,10,5
605,2018,Volkswagen,Volkswagen Polo Comfortline 1.2L (P),Polo,725000,31000,Petrol,Bangalore,3,3
606,2012,Honda,Honda Brio S MT,Brio,355000,61409,Petrol,Bangalore,7,9
607,2013,Maruti Suzuki,Maruti Suzuki Ertiga ZDi,Ertiga,650000,45082,Diesel,Bangalore,32,8
608,2012,BMW,BMW X3 xDrive20d,X3,1850000,103000,Diesel,Bangalore,4,9
609,2015,Ford,Ford EcoSport Titanium 1.5 TDCi,EcoSport,625000,83378,Diesel,Bangalore,8,6
610,2019,BMW,BMW X1 sDrive20d Expedition,X1,3785000,17800,Diesel,Bangalore,4,2
611,2015,Hyundai,Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,Grand,489000,63900,Petrol,Bangalore,14,6
612,2018,Hyundai,Hyundai Grand i10 Sportz AT 1.2 Kappa VTVT,Grand,625000,41850,Petrol,Bangalore,14,3
613,2019,Jeep,Jeep Compass Trailhawk 2.0 4x4,Compass,2750000,24743,Diesel,Bangalore,19,2
614,2017,Tata,Tata Nexon XZ Plus Diesel,Nexon,915000,66078,Diesel,Bangalore,40,4
615,2014,Hyundai,Hyundai Grand i10 Sportz (O) AT 1.2 Kappa VTVT [2017-2018],Grand,485000,57362,Petrol,Bangalore,14,7
616,2010,Hyundai,Hyundai i20 Magna 1.2,i20,310000,64321,Petrol,Bangalore,14,11
617,2010,Hyundai,Hyundai i20 Magna 1.2,i20,310000,64321,Petrol,Bangalore,14,11
618,2017,Tata,Tata Tigor Revotron XZA,Tigor,545000,47265,Petrol,Bangalore,40,4
619,2013,Hyundai,Hyundai i20 Sportz 1.2 BS-IV,i20,460000,39780,Petrol,Bangalore,14,8
620,2010,Hyundai,Hyundai i20 Magna 1.2,i20,310000,64321,Petrol,Bangalore,14,11
621,2017,Tata,Tata Tigor Revotron XZA,Tigor,545000,47265,Petrol,Bangalore,40,4
622,2013,Hyundai,Hyundai i20 Sportz 1.2 BS-IV,i20,460000,39780,Petrol,Bangalore,14,8
623,2018,Maruti Suzuki,Maruti Suzuki Swift VXi AMT [2018-2019],Swift,745000,14510,Petrol,Bangalore,32,3
624,2016,Hyundai,Hyundai Elite i20 Sportz 1.2 [2016-2017],Elite,550000,85871,Petrol,Bangalore,14,5
625,2017,Audi,Audi Q3 35 TDI Premium + Sunroof,Q3,2685000,59540,Diesel,Bangalore,10,4
626,2015,Renault,Renault Lodgy 85 PS RXZ [2015-2016],Lodgy,675000,54174,Diesel,Bangalore,15,6
627,2015,Maruti Suzuki,Maruti Suzuki Swift VDi,Swift,675000,69304,Diesel,Bangalore,32,6
628,2009,Honda,Honda City 1.5 S MT,City,395000,47957,Petrol,Bangalore,7,12
629,2019,Honda,Honda City ZX Petrol [2019-2019],City,1125000,15593,Petrol,Bangalore,7,2
630,2012,Mahindra,Mahindra XUV500 W8,XUV500,745000,79960,Diesel,Bangalore,24,9
631,2015,Audi,Audi Q5 3.0 TDI quattro Premium Plus,Q5,3000000,85000,Diesel,Bangalore,10,6
632,2017,Hyundai,Hyundai i20 Active 1.2 SX,i20,700000,37640,Petrol,Bangalore,14,4
633,2017,Hyundai,Hyundai Elite i20 Sportz 1.2,Elite,650000,40977,Petrol,Bangalore,14,4
634,2018,Mercedes-Benz,Mercedes-Benz C-Class C 220 CDI Avantgarde,C-Class,3975000,18000,Diesel,Bangalore,2,3
635,2016,Maruti Suzuki,Maruti Suzuki Swift VDi [2014-2017],Swift,625000,66000,Diesel,Bangalore,32,5
636,2019,Mahindra,Mahindra Scorpio S11 2WD 7 STR,Scorpio,1500000,70000,Diesel,Bangalore,24,2
637,2019,MG,MG Hector Sharp 1.5 DCT Petrol [2019-2020],Hector,1795000,39000,Petrol,Bangalore,81,2
638,2021,MG,MG Hector Super Hybrid 1.5 Petrol [2019-2020],Hector,2100000,3000,Hybrid,Bangalore,81,0
639,2017,Maruti Suzuki,Maruti Suzuki Alto 800 Vxi,Alto,345000,42305,Petrol,Bangalore,32,4
640,2016,Hyundai,Hyundai i20 Active 1.2 SX,i20,745000,24301,Petrol,Bangalore,14,5
641,2018,Maruti Suzuki,Maruti Suzuki Baleno Delta 1.2,Baleno,699000,37422,Petrol,Bangalore,32,3
642,2015,Maruti Suzuki,Maruti Suzuki Alto 800 Lxi,Alto,325000,18760,Petrol,Bangalore,32,6
643,2012,Honda,Honda Jazz S,Jazz,405000,52616,Petrol,Bangalore,7,9
644,2016,Maruti Suzuki,Maruti Suzuki Ciaz ZXi AT,Ciaz,750000,45949,Petrol,Bangalore,32,5
645,2016,Chevrolet,Chevrolet Beat LS Petrol,Beat,340000,63708,Petrol,Bangalore,12,5
646,2013,Hyundai,Hyundai i10 Era 1.1 iRDE2 [2010-2017],i10,335000,45654,Petrol,Bangalore,14,8
647,2016,Maruti Suzuki,Maruti Suzuki Celerio ZXi,Celerio,475000,54807,Petrol,Bangalore,32,5
648,2014,Nissan,Nissan Micra XV CVT [2016-2017],Micra,475000,61604,Petrol,Bangalore,11,7
649,2017,Renault,Renault Kwid 1.0 RXL AMT [2017-2019],Kwid,410000,13839,Petrol,Bangalore,15,4
650,2019,Kia,Kia Seltos GTX Plus 1.4 [2020-2021],Seltos,1550000,21152,Petrol,Bangalore,20,2
651,2010,Hyundai,Hyundai i10 Magna 1.2 AT,i10,265000,90818,Petrol,Bangalore,14,11
652,2014,Renault,Renault Pulse RxZ Airbags,Pulse,435000,63756,Diesel,Bangalore,15,7
653,2016,Maruti Suzuki,Maruti Suzuki Ciaz ZXi AT,Ciaz,750000,45949,Petrol,Bangalore,32,5
654,2017,Ford,Ford Aspire Titanium1.5 TDCi,Aspire,675000,41917,Diesel,Bangalore,8,4
655,2016,Volkswagen,Volkswagen Cross Polo 1.5 TDI,Cross,685000,36321,Diesel,Bangalore,3,5
656,2018,Renault,Renault Kwid 1.0 RXT AMT Opt [2016-2019],Kwid,445000,22795,Petrol,Bangalore,15,3
657,2015,Maruti Suzuki,Maruti Suzuki Celerio ZXi AMT [2019-2020],Celerio,470000,35153,Petrol,Bangalore,32,6
658,2015,Maruti Suzuki,Maruti Suzuki Ciaz ZXI+,Ciaz,699000,74541,Petrol,Bangalore,32,6
659,2016,Hyundai,Hyundai Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],Grand,575000,40198,Petrol,Bangalore,14,5
660,2013,Hyundai,Hyundai Eon D-Lite,Eon,290000,35421,Petrol,Bangalore,14,8
661,2016,Honda,Honda Jazz S MT [2015-2016],Jazz,580000,44814,Petrol,Bangalore,7,5
662,2016,Hyundai,Hyundai Fluidic Verna 4S 1.6 VTVT S,Fluidic,699000,42811,Petrol,Bangalore,14,5
663,2016,Maruti Suzuki,Maruti Suzuki Baleno Zeta 1.3,Baleno,699000,30264,Diesel,Bangalore,32,5
664,2017,Tata,Tata Tiago Revotron XZ,Tiago,590000,8081,Petrol,Bangalore,40,4
665,2017,Maruti Suzuki,Maruti Suzuki Baleno Zeta 1.2 AT,Baleno,785000,39640,Petrol,Bangalore,32,4
666,2016,Volkswagen,Volkswagen Ameo Comfortline 1.2L (P),Ameo,590000,18807,Petrol,Bangalore,3,5
667,2016,Hyundai,Hyundai Xcent SX 1.2 (O),Xcent,585000,21992,Petrol,Bangalore,14,5
668,2017,Ford,Ford EcoSport Trend + 1.5L TDCi,EcoSport,785000,53368,Diesel,Bangalore,8,4
669,2018,Hyundai,Hyundai Elite i20 Magna Executive 1.2,Elite,660000,28131,Petrol,Bangalore,14,3
670,2016,Tata,Tata Tiago Revotron XZ,Tiago,515000,54863,Petrol,Bangalore,40,5
671,2019,Skoda,Skoda Rapid Monte Carlo 1.5 TDI AT,Rapid,1290000,27952,Diesel,Bangalore,27,2
672,2015,Hyundai,Hyundai Elite i20 Magna 1.2,Elite,569000,13065,Petrol,Bangalore,14,6
673,2015,Renault,Renault Kwid RXT [2015-2019],Kwid,340000,54806,Petrol,Bangalore,15,6
674,2016,Honda,Honda Jazz S MT [2015-2016],Jazz,580000,44814,Petrol,Bangalore,7,5
675,2018,Honda,Honda City V,City,925000,60596,Petrol,Bangalore,7,3
676,2018,Skoda,Skoda Rapid Style 1.6 MPI AT,Rapid,1195000,22800,Petrol,Bangalore,27,3
677,2018,Hyundai,Hyundai Creta SX 1.6 Petrol,Creta,1285000,10100,Petrol,Bangalore,14,3
678,2018,Maruti Suzuki,Maruti Suzuki Baleno Zeta 1.2 AT,Baleno,690000,70256,Petrol,Bangalore,32,3
679,2018,Maruti Suzuki,Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Eeco,435000,41581,Petrol,Bangalore,32,3
680,2013,Toyota,Toyota Innova 2.5 E 8 STR,Innova,1115000,81844,Diesel,Bangalore,1,8
681,2020,Renault,Renault Triber RXZ [2019-2020],Triber,745000,5681,Petrol,Bangalore,15,1
682,2018,Hyundai,Hyundai Santro Sportz AMT [2018-2020],Santro,575000,14800,Petrol,Bangalore,14,3
683,2016,Hyundai,Hyundai Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],Grand,575000,40198,Petrol,Bangalore,14,5
684,2015,Maruti Suzuki,Maruti Suzuki Ciaz ZXI+,Ciaz,699000,74541,Petrol,Bangalore,32,6
685,2017,Tata,Tata Tiago Revotron XZ,Tiago,590000,8081,Petrol,Bangalore,40,4
686,2014,Hyundai,Hyundai Elite i20 Sportz 1.2 (O),Elite,599000,75447,Petrol,Bangalore,14,7
687,2016,Hyundai,Hyundai i10 1.1L iRDE Magna Special Edition,i10,425000,35043,Petrol,Bangalore,14,5
688,2017,Maruti Suzuki,Maruti Suzuki Ciaz Alpha 1.4 AT,Ciaz,835000,18325,Petrol,Bangalore,32,4
689,2016,Hyundai,Hyundai Xcent S AT 1.2,Xcent,585000,38473,Petrol,Bangalore,14,5
690,2016,Tata,Tata Tiago Revotron XZ,Tiago,515000,54863,Petrol,Bangalore,40,5
691,2018,Honda,Honda Amaze 1.2 V MT Petrol [2018-2020],Amaze,695000,16950,Petrol,Bangalore,7,3
692,2019,Hyundai,Hyundai Venue S 1.2 Petrol [2019-2020],Venue,815000,29350,Petrol,Bangalore,14,2
693,2019,Hyundai,Hyundai Venue S 1.2 Petrol [2019-2020],Venue,815000,29350,Petrol,Bangalore,14,2
694,2018,Honda,Honda Amaze 1.2 V MT Petrol [2018-2020],Amaze,695000,16950,Petrol,Bangalore,7,3
695,2018,Maruti Suzuki,Maruti Suzuki Vitara Brezza VDi (O) [2016-2018],Vitara,860000,58790,Diesel,Bangalore,32,3
696,2017,Maruti Suzuki,Maruti Suzuki Ciaz Alpha 1.4 AT,Ciaz,835000,18325,Petrol,Bangalore,32,4
697,2018,Maruti Suzuki,Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Eeco,435000,41581,Petrol,Bangalore,32,3
698,2018,Maruti Suzuki,Maruti Suzuki Baleno Zeta 1.2 AT,Baleno,690000,70256,Petrol,Bangalore,32,3
699,2019,Skoda,Skoda Rapid Monte Carlo 1.5 TDI AT,Rapid,1290000,27952,Diesel,Bangalore,27,2
700,2018,Audi,Audi A3 35 TDI Premium + Sunroof,A3,2775000,43000,Diesel,Bangalore,10,3
701,2018,Honda,Honda Jazz VX Petrol,Jazz,800000,9131,Petrol,Bangalore,7,3
702,2017,Renault,Renault Duster 110 PS RxZ AWD,Duster,999000,57800,Diesel,Bangalore,15,4
703,2015,Renault,Renault Kwid RXT [2015-2019],Kwid,340000,54806,Petrol,Bangalore,15,6
704,2019,Ford,Ford Freestyle Titanium Plus 1.2 Ti-VCT [2018-2020],Freestyle,740000,2750,Petrol,Bangalore,8,2
705,2017,Hyundai,Hyundai Verna 1.6 VTVT SX,Verna,925000,38000,Petrol,Bangalore,14,4
706,2008,Maruti Suzuki,Maruti Suzuki Swift VXi,Swift,340000,60000,Petrol,Bangalore,32,13
707,2016,Hyundai,Hyundai Verna 1.6 VTVT SX,Verna,725000,52000,Petrol,Bangalore,14,5
708,2010,Skoda,Skoda Superb Elegance TSI AT,Superb,675000,61000,Petrol,Bangalore,27,11
709,2005,Toyota,Toyota Innova 2.5 G4 8 STR,Innova,550000,202000,Diesel,Bangalore,1,16
710,2005,Mercedes-Benz,Mercedes-Benz C-Class 220 CDI AT,C-Class,750000,87000,Diesel,Bangalore,2,16
711,2019,Jaguar,Jaguar XE Portfolio Diesel,XE,4200000,14000,Diesel,Bangalore,40,2
712,2014,Mercedes-Benz,Mercedes-Benz E-Class E250 CDI Avantgarde,E-Class,2650000,48000,Diesel,Bangalore,2,7
713,2008,Toyota,Toyota Innova 2.5 V 7 STR,Innova,690000,107000,Diesel,Bangalore,1,13
714,2018,Maruti Suzuki,Maruti Suzuki Celerio ZXi [2017-2019],Celerio,550000,16000,Petrol,Bangalore,32,3
715,2016,Mercedes-Benz,Mercedes-Benz GLE 250 d,GLE,4500000,70000,Diesel,Bangalore,2,5
716,2012,Land Rover,Land Rover Range Rover 4.4 SDV8 Vogue SE,4.4,4000000,160000,Diesel,Bangalore,18,9
717,2019,Mercedes-Benz,Mercedes-Benz GLC 220d 4MATIC Progressive [2019-2021],GLC,4500000,78000,Diesel,Bangalore,2,2
718,2018,Jaguar,Jaguar XF Portfolio Diesel,XF,4200000,20000,Diesel,Bangalore,40,3
719,2016,Maruti Suzuki,Maruti Suzuki Wagon R 1.0 VXI AMT,Wagon,450000,30000,Petrol,Bangalore,32,5
720,2019,Mahindra,Mahindra XUV500 W11,XUV500,1800000,30000,Diesel,Bangalore,24,2
721,2020,BMW,BMW X1 sDrive20d xLine,X1,3975000,6000,Diesel,Bangalore,4,1
722,2016,Mercedes-Benz,Mercedes-Benz C-Class C 220 CDI Avantgarde,C-Class,2800000,60000,Diesel,Bangalore,2,5
